Artist	Playlist Genre	Year	Popularity
KAROL G	Pop	2019	98.0
The Weeknd	Pop	2019	96.75
The Black Eyed Peas	Pop	2019	96.0
Regard	Pop	2019	94.0
Travis Scott	Pop	2019	94.0
blackbear	Pop	2019	94.0
Anuel AA	Pop	2019	93.0
Juice WRLD	Pop	2019	92.0
Rauw Alejandro	Pop	2019	92.0
Billie Eilish	Pop	2019	91.6
Trevor Daniel	Pop	2018	97.0
Halsey	Pop	2018	88.0
Travis Scott	Pop	2018	87.0
Kina	Pop	2018	86.0
Doja Cat	Pop	2018	85.0
Meek Mill	Pop	2018	85.0
Drake	Pop	2018	84.5
Camila Cabello	Pop	2018	84.0
Cardi B	Pop	2018	84.0
Dynoro	Pop	2018	84.0
Ed Sheeran	Pop	2017	84.5
Lil Uzi Vert	Pop	2017	84.0
Lauv	Pop	2017	83.0
Frank Ocean	Pop	2017	82.0
Future	Pop	2017	81.0
Marshmello	Pop	2017	81.0
ZAYN	Pop	2017	81.0
Demi Lovato	Pop	2017	80.0
Hailee Steinfeld	Pop	2017	79.33333333333333
Daniel Caesar	Pop	2017	79.0
Travis Scott	Pop	2016	86.0
Post Malone	Pop	2016	84.0
James Arthur	Pop	2016	82.0
Hippie Sabotage	Pop	2016	81.0
Twenty One Pilots	Pop	2016	81.0
Bruno Mars	Pop	2016	80.66666666666667
DNCE	Pop	2016	80.0
Ariana Grande	Pop	2016	79.0
Calvin Harris	Pop	2016	78.14285714285714
The Chainsmokers	Pop	2016	77.18181818181819
Aaron Smith	Pop	2014	84.0
Ed Sheeran	Pop	2014	84.0
J. Cole	Pop	2014	82.0
A Great Big World	Pop	2014	78.0
Vance Joy	Pop	2014	78.0
George Ezra	Pop	2014	76.0
Mr. Probz	Pop	2014	76.0
Rixton	Pop	2014	76.0
Pitbull	Pop	2014	73.0
Sia	Pop	2014	72.6
P!nk	Pop	2012	80.0
The Script	Pop	2012	78.0
Bruno Mars	Pop	2012	77.0
MKTO	Pop	2012	77.0
Pitbull	Pop	2012	76.0
Alicia Keys	Pop	2012	75.0
Tame Impala	Pop	2012	75.0
One Direction	Pop	2012	74.25
fun.	Pop	2012	73.33333333333333
Flo Rida	Pop	2012	72.33333333333333
Mark Ronson	Pop	2015	82.0
Justin Bieber	Pop	2015	80.25
Wiz Khalifa	Pop	2015	80.0
Twenty One Pilots	Pop	2015	79.5
Calvin Harris	Pop	2015	77.0
G-Eazy	Pop	2015	77.0
Petit Biscuit	Pop	2015	77.0
Shawn Mendes	Pop	2015	77.0
Little Mix	Pop	2015	76.5
Jason Derulo	Pop	2015	76.0
John Legend	Pop	2013	85.0
The Neighbourhood	Pop	2013	81.0
One Direction	Pop	2013	77.33333333333333
Justin Timberlake	Pop	2013	77.0
Miley Cyrus	Pop	2013	76.66666666666667
James Arthur	Pop	2013	76.0
Idina Menzel	Pop	2013	75.0
Daft Punk	Pop	2013	73.85714285714286
John Newman	Pop	2013	72.0
Belinda Carlisle	Pop	2013	70.0
Justin Bieber	Pop	2011	84.0
Foster The People	Pop	2011	83.0
Christina Perri	Pop	2011	79.0
Pitbull	Pop	2011	79.0
Grouplove	Pop	2011	78.0
Coldplay	Pop	2011	77.0
Gotye	Pop	2011	77.0
Adele	Pop	2011	76.8
Beyoncé	Pop	2011	75.0
Selena Gomez & The Scene	Pop	2011	74.5
Train	Pop	2010	82.0
Usher	Pop	2010	78.0
Justin Bieber	Pop	2010	76.0
P!nk	Pop	2010	76.0
Don Omar	Pop	2010	75.0
Gorillaz	Pop	2010	75.0
Taio Cruz	Pop	2010	74.0
Maroon 5	Pop	2010	73.0
Drake	Pop	2010	72.0
Flo Rida	Pop	2010	72.0
Flo Rida	Pop	2008	79.0
Coldplay	Pop	2008	78.0
The Offspring	Pop	2008	77.0
Jason Mraz	Pop	2008	76.5
Kings of Leon	Pop	2008	75.0
Spandau Ballet	Pop	2008	72.0
Beyoncé	Pop	2008	71.5
Joy Division	Pop	2008	71.0
David Archuleta	Pop	2008	70.0
The Pussycat Dolls	Pop	2008	70.0
Justin Bieber	Pop	2020	95.0
Halsey	Pop	2020	86.0
Selena Gomez	Pop	2020	84.4
J Balvin	Pop	2020	82.0
Eminem	Pop	2020	79.0
Hailee Steinfeld	Pop	2020	79.0
Robin Schulz	Pop	2020	74.0
Jonas Brothers	Pop	2020	73.0
ATEEZ	Pop	2020	72.0
Conan Gray	Pop	2020	72.0
Leona Lewis	Pop	2007	77.0
Sean Kingston	Pop	2007	77.0
MGMT	Pop	2007	76.66666666666667
Fall Out Boy	Pop	2007	76.0
Avril Lavigne	Pop	2007	72.0
Beyoncé	Pop	2007	72.0
Colbie Caillat	Pop	2007	71.0
M.I.A.	Pop	2007	71.0
Paramore	Pop	2007	71.0
Arctic Monkeys	Pop	2007	66.0
Cher	Pop	1998	76.0
Pet Shop Boys	Pop	1998	70.0
Barenaked Ladies	Pop	1998	69.0
Eiffel 65	Pop	1998	64.0
Sentidos Opuestos	Pop	1998	60.0
Vengaboys	Pop	1998	56.5
Duran Duran	Pop	1998	54.0
George Michael	Pop	1998	31.0
JEANS	Pop	1998	17.0
Orchestral Manoeuvres In The Dark	Pop	1998	12.5
Spice Girls	Pop	1996	79.0
Men At Work	Pop	1996	73.0
Kabah	Pop	1996	68.0
Robert Miles	Pop	1996	67.0
Fey	Pop	1996	61.0
Paradisio	Pop	1996	59.0
Van Halen	Pop	1996	56.0
Amber	Pop	1996	52.0
JEANS	Pop	1996	52.0
Azul Violeta	Pop	1996	50.0
Smash Mouth	Pop	1999	79.0
Bonnie Tyler	Pop	1999	74.0
Christina Aguilera	Pop	1999	71.0
DJ Jean	Pop	1999	53.0
Britney Spears	Pop	1999	50.666666666666664
Mœnia	Pop	1999	46.0
Alice DJ	Pop	1999	45.0
Eiffel 65	Pop	1999	16.0
blink-182	Pop	1999	15.0
Bloodhound Gang	Pop	1999	11.0
Owl City	Pop	2009	78.0
Jay Sean	Pop	2009	76.0
Green Day	Pop	2009	75.0
Miley Cyrus	Pop	2009	75.0
The Fray	Pop	2009	74.0
OneRepublic	Pop	2009	73.0
Iyaz	Pop	2009	72.0
Madonna	Pop	2009	71.0
Sean Kingston	Pop	2009	69.0
Yeah Yeah Yeahs	Pop	2009	66.0
Ace of Base	Pop	1993	68.0
Cutting Crew	Pop	1993	68.0
Captain Hollywood Project	Pop	1993	60.0
Haddaway	Pop	1993	57.0
Culture Beat	Pop	1993	51.0
Coolio	Pop	1995	80.0
Alanis Morissette	Pop	1995	70.0
Dune	Pop	1995	57.0
The Bucketheads	Pop	1995	50.0
Whigfield	Pop	1995	50.0
Me & My	Pop	1995	49.0
Real McCoy	Pop	1995	45.0
Laura Branigan	Pop	1995	40.0
Scatman John	Pop	1995	32.0
Radiohead	Pop	1995	3.0
R.E.M.	Pop	1991	81.0
Alphaville	Pop	1991	57.0
Wolfsheim	Pop	1991	46.0
SNAP!	Pop	1991	12.0
And One	Pop	1991	0.0
Deine Lakaien	Pop	1991	0.0
Erasure	Pop	1991	0.0
Coldplay	Pop	2000	81.0
Britney Spears	Pop	2000	76.0
Vengaboys	Pop	2000	60.5
Phoenix	Pop	2000	57.0
Alice DJ	Pop	2000	49.0
Sisters of Mercy	Pop	2000	9.0
A Touch Of Class	Pop	2000	5.0
Real McCoy	Pop	2000	2.0
Green Day	Pop	1994	79.0
Ice Mc	Pop	1994	59.0
2 Brothers On The 4th Floor	Pop	1994	58.0
Maxx	Pop	1994	54.0
Double You	Pop	1994	53.0
Whitesnake	Pop	1994	53.0
Corona	Pop	1994	51.5
Prince Ital Joe	Pop	1994	50.0
Spanic	Pop	1994	38.0
Deee-Lite	Pop	1994	33.0
SNAP!	Pop	1992	62.0
Modern English	Pop	1992	46.0
Somewhere over England	Pop	1992	32.0
Kylie Minogue	Pop	1992	27.0
Dr. Alban	Pop	1992	21.0
Daft Punk	Pop	1997	70.0
Will Smith	Pop	1997	70.0
Midnight Oil	Pop	1997	63.0
*NSYNC	Pop	1997	54.0
Mœnia	Pop	1997	49.0
John Denver	Pop	1997	44.0
Aqua	Pop	1997	43.0
Talk Talk	Pop	1997	35.5
Sentidos Opuestos	Pop	1997	30.0
blink-182	Pop	1997	3.0
Backstreet Boys	Pop	2001	76.0
Weezer	Pop	2001	75.0
Journey	Pop	2001	74.0
Shakira	Pop	2001	71.0
Billy Joel	Pop	2001	69.0
Daryl Hall & John Oates	Pop	2001	66.0
P!nk	Pop	2001	66.0
Daft Punk	Pop	2001	65.8
Michelle Branch	Pop	2001	64.0
Christina Milian	Pop	2001	54.0
Fergie	Pop	2006	74.0
John Mayer	Pop	2006	74.0
Chris Isaak	Pop	2006	69.0
P!nk	Pop	2006	69.0
MIKA	Pop	2006	61.0
Taylor Swift	Pop	2006	61.0
Hannah Montana	Pop	2006	58.0
Vanessa Hudgens	Pop	2006	56.0
Belanova	Pop	2006	54.0
Wham!	Pop	2006	54.0
Maroon 5	Pop	2002	78.66666666666667
Avril Lavigne	Pop	2002	77.0
Coldplay	Pop	2002	76.0
Vanessa Carlton	Pop	2002	76.0
Justin Timberlake	Pop	2002	74.0
Gary Jules	Pop	2002	70.0
Jennifer Lopez	Pop	2002	65.0
DJ Sammy	Pop	2002	64.0
Aleks Syntek	Pop	2002	45.0
Marta Martorell	Pop	2002	37.0
Britney Spears	Pop	2003	78.0
The Proclaimers	Pop	2003	74.0
Fountains Of Wayne	Pop	2003	73.0
Beyoncé	Pop	2003	69.0
Air Supply	Pop	2003	64.0
Pet Shop Boys	Pop	2003	63.0
The Strokes	Pop	2003	61.0
Belanova	Pop	2003	56.0
Taylor Dayne	Pop	2003	56.0
Hilary Duff	Pop	2003	55.0
Coldplay	Pop	2005	81.0
Plain White T's	Pop	2005	80.0
Shakira	Pop	2005	80.0
Daniel Powter	Pop	2005	76.0
Chamillionaire	Pop	2005	69.0
The Pussycat Dolls	Pop	2005	66.0
The Click Five	Pop	2005	59.0
Faithless	Pop	2005	57.0
Chicago	Pop	2005	49.0
Subway To Sally	Pop	2005	41.0
AC/DC	Pop	1990	81.0
Warrant	Pop	1990	62.5
Nick Kamen	Pop	1990	61.0
SNAP!	Pop	1990	59.0
Talk Talk	Pop	1990	57.0
Madonna	Pop	1990	51.0
The Stranglers	Pop	1990	50.0
Depeche Mode	Pop	1990	49.0
The Bangles	Pop	1990	48.0
The Snake Corps	Pop	1990	34.0
Usher	Pop	2004	79.0
Green Day	Pop	2004	78.0
Natasha Bedingfield	Pop	2004	76.0
Franz Ferdinand	Pop	2004	73.0
Jesse McCartney	Pop	2004	72.0
The Killers	Pop	2004	69.0
Kelly Clarkson	Pop	2004	66.66666666666667
The Bangles	Pop	2004	63.0
Gwen Stefani	Pop	2004	60.0
Bowling For Soup	Pop	2004	59.0
Tracy Chapman	Pop	1988	77.0
Roxette	Pop	1988	73.5
Erasure	Pop	1988	69.0
When In Rome	Pop	1988	63.0
Front 242	Pop	1988	42.0
The Lounge Lizards	Pop	1988	35.0
Herbie Hancock	Pop	1988	12.0
Information Society	Pop	1988	0.0
Foreigner	Pop	1984	77.0
REO Speedwagon	Pop	1984	73.0
Twisted Sister	Pop	1984	73.0
Pat Benatar	Pop	1984	66.0
Alphaville	Pop	1984	59.0
Boney M.	Pop	1984	59.0
Madonna	Pop	1984	54.0
The Blue Nile	Pop	1984	54.0
This Mortal Coil	Pop	1984	51.0
Miguel Bosé	Pop	1984	34.0
Michael Jackson	Pop	1982	77.0
Duran Duran	Pop	1982	66.0
Pat Benatar	Pop	1982	55.0
Heaven 17	Pop	1982	44.0
Depeche Mode	Pop	1982	30.0
Asia	Pop	1982	8.0
Blue Swede	Pop	1973	75.0
The Cure	Pop	1979	73.0
Rupert Holmes	Pop	1979	71.0
Electric Light Orchestra	Pop	1979	70.0
Gary Numan / Tubeway Army	Pop	1979	51.0
Blue Öyster Cult	Pop	1977	62.0
The Human League	Pop	1981	74.0
Foreigner	Pop	1981	67.0
Loverboy	Pop	1981	66.0
Orchestral Manoeuvres In The Dark	Pop	1981	43.0
Simple Minds	Pop	1981	42.0
Depeche Mode	Pop	1981	41.666666666666664
Soft Cell	Pop	1981	18.0
YELLOW MAGIC ORCHESTRA	Pop	1981	16.0
The Cars	Pop	1981	14.0
Kim Wilde	Pop	1981	4.0
Lynyrd Skynyrd	Pop	1974	27.0
Led Zeppelin	Pop	1970	77.0
Boston	Pop	1976	78.0
Kansas	Pop	1976	74.0
U2	Pop	1987	79.0
George Michael	Pop	1987	75.0
Def Leppard	Pop	1987	74.0
Rick Astley	Pop	1987	66.0
R.E.M.	Pop	1987	63.0
Guns N' Roses	Pop	1987	58.666666666666664
Pet Shop Boys	Pop	1987	38.0
Anne Clark	Pop	1987	37.0
Lloyd Cole and the Commotions	Pop	1987	32.0
Big Audio Dynamite	Pop	1987	30.0
Queen	Pop	1978	75.0
TOTO	Pop	1978	75.0
Van Halen	Pop	1978	64.0
The Cars	Pop	1978	56.0
Blondie	Pop	1978	55.0
Kraftwerk	Pop	1978	36.0
Bryan Ferry	Pop	1978	15.0
Creedence Clearwater Revival	Pop	1969	80.0
Prince	Pop	1986	73.0
Cutting Crew	Pop	1986	71.0
New Order	Pop	1986	67.0
Pet Shop Boys	Pop	1986	58.0
Bon Jovi	Pop	1986	20.0
Chris de Burgh	Pop	1986	14.0
Bananarama	Pop	1986	6.0
The Bolshoi	Pop	1986	0.5
Status Quo	Pop	1986	0.0
AC/DC	Pop	1980	80.5
Journey	Pop	1980	71.0
The Buggles	Pop	1980	70.0
Shaun Cassidy	Pop	1980	18.0
Robert Palmer	Pop	1980	6.0
Cyndi Lauper	Pop	1983	76.0
Eurythmics	Pop	1983	74.66666666666667
Journey	Pop	1983	67.0
Culture Club	Pop	1983	64.0
Real Life	Pop	1983	55.0
Peter Schilling	Pop	1983	49.0
Angelic Upstarts	Pop	1983	33.0
Orchestral Manoeuvres In The Dark	Pop	1983	33.0
Depeche Mode	Pop	1983	24.0
Europe	Pop	1983	8.0
a-ha	Pop	1985	83.0
The Outfield	Pop	1985	70.0
Grover Washington, Jr.	Pop	1985	66.0
Mr. Mister	Pop	1985	65.0
Narada Michael Walden	Pop	1985	46.0
Dire Straits	Pop	1985	24.0
Dead Or Alive	Pop	1985	17.0
Tears For Fears	Pop	1985	2.0
Richard Marx	Pop	1989	75.0
Cher	Pop	1989	72.0
The Pointer Sisters	Pop	1989	63.0
Peter Schilling	Pop	1989	58.0
Luz Casal	Pop	1989	56.0
Love and Rockets	Pop	1989	52.0
New Model Army	Pop	1989	43.0
Escape With Romeo	Pop	1989	32.0
Paul Haig	Pop	1989	23.0
Invisible Limits	Pop	1989	0.0
Willie Nelson	Pop	1975	51.0
KAROL G	Rap	2019	98.0
The Weeknd	Rap	2019	93.0
Travis Scott	Rap	2019	91.5
Don Toliver	Rap	2019	89.0
DaBaby	Rap	2019	88.22222222222223
Lil Baby	Rap	2019	88.0
Lunay	Rap	2019	87.0
Roddy Ricch	Rap	2019	87.0
J. Cole	Rap	2019	86.0
Bad Bunny	Rap	2019	85.0
Trevor Daniel	Rap	2018	97.0
XXXTENTACION	Rap	2018	87.0
Meek Mill	Rap	2018	85.0
Lil Peep	Rap	2018	83.0
YNW Melly	Rap	2018	80.5
Nio Garcia	Rap	2018	80.0
Ski Mask The Slump God	Rap	2018	80.0
Travis Scott	Rap	2018	80.0
A Boogie Wit da Hoodie	Rap	2018	79.25
BlocBoy JB	Rap	2018	79.0
Offset	Rap	2017	81.0
Likybo	Rap	2017	78.0
Lil Peep	Rap	2017	77.5
GoldLink	Rap	2017	76.0
Lil Skies	Rap	2017	76.0
Trippie Redd	Rap	2017	75.0
Gryffin	Rap	2017	74.0
Tay-K	Rap	2017	73.0
Brennan Savage	Rap	2017	72.0
Famous Dex	Rap	2017	72.0
Travis Scott	Rap	2016	79.33333333333333
Calvin Harris	Rap	2016	79.0
Lil Wayne	Rap	2016	77.0
Rob $tone	Rap	2016	77.0
21 Savage	Rap	2016	74.0
Dave	Rap	2016	73.0
Fifth Harmony	Rap	2016	72.0
Skrillex	Rap	2016	72.0
Chance the Rapper	Rap	2016	71.5
Lund	Rap	2016	70.5
J. Cole	Rap	2014	82.0
Bobby Shmurda	Rap	2014	74.0
G-Eazy	Rap	2014	74.0
Disclosure	Rap	2014	72.0
Young Money	Rap	2014	71.0
Omarion	Rap	2014	70.0
Rich Gang	Rap	2014	69.0
Tove Lo	Rap	2014	69.0
Wiz Khalifa	Rap	2014	67.0
Juicy J	Rap	2014	66.0
Flo Rida	Rap	2012	76.0
Nicki Minaj	Rap	2012	73.0
Canserbero	Rap	2012	68.0
David Guetta	Rap	2012	66.0
Travis Porter	Rap	2012	66.0
Warren G	Rap	2012	64.0
Hermitude	Rap	2012	60.0
Tyga	Rap	2012	57.0
DMX	Rap	2012	56.0
Kendrick Lamar	Rap	2012	55.666666666666664
Bryson Tiller	Rap	2015	79.5
Mac Miller	Rap	2015	77.0
Travis Scott	Rap	2015	77.0
Rihanna	Rap	2015	75.0
Coldplay	Rap	2015	74.0
Chris Brown	Rap	2015	73.0
Mike Stud	Rap	2015	73.0
Kodak Black	Rap	2015	71.0
Meek Mill	Rap	2015	71.0
Vince Staples	Rap	2015	70.0
Kanye West	Rap	2013	75.0
A$AP Ferg	Rap	2013	71.0
Yellow Claw	Rap	2013	69.0
Mike WiLL Made-It	Rap	2013	68.0
Juicy J	Rap	2013	65.0
Baauer	Rap	2013	62.0
August Alsina	Rap	2013	61.0
2 Chainz	Rap	2013	59.0
Lil Wyte	Rap	2013	59.0
Tyga	Rap	2013	58.0
JAY-Z	Rap	2011	74.66666666666667
Drake	Rap	2011	73.0
Mac Miller	Rap	2011	68.0
Wale	Rap	2011	67.0
Pusha T	Rap	2011	64.0
DMX	Rap	2011	63.0
Kirko Bangz	Rap	2011	62.0
Black Stone Cherry	Rap	2011	56.5
Halestorm	Rap	2011	56.0
Cartel De Santa	Rap	2011	53.5
Drake	Rap	2010	67.5
Waka Flocka Flame	Rap	2010	67.2
David Guetta	Rap	2010	66.0
DJ Khaled	Rap	2010	62.0
Luniz	Rap	2010	60.0
MC Eiht	Rap	2010	56.0
The Pretty Reckless	Rap	2010	53.0
Akwid	Rap	2010	49.0
Scarface	Rap	2010	47.4
Fresku	Rap	2010	44.0
Flo Rida	Rap	2008	79.0
Disturbed	Rap	2008	70.0
Lil Wayne	Rap	2008	60.75
Smif-N-Wessun	Rap	2008	58.0
Kelis	Rap	2008	55.0
Webbie	Rap	2008	55.0
Eazy-E	Rap	2008	50.0
T.I.	Rap	2008	49.666666666666664
Ice Cube	Rap	2008	49.0
Yung L.A.	Rap	2008	48.0
Future	Rap	2020	93.0
Lil Baby	Rap	2020	81.0
Lil Tjay	Rap	2020	79.0
Myke Towers	Rap	2020	79.0
Megan Thee Stallion	Rap	2020	77.0
Mac Miller	Rap	2020	76.25
Dardan	Rap	2020	76.0
Jamule	Rap	2020	76.0
Eminem	Rap	2020	75.0
Elias	Rap	2020	73.0
T-Pain	Rap	2007	76.0
Timbaland	Rap	2007	72.0
Lupe Fiasco	Rap	2007	65.0
Plies	Rap	2007	65.0
Eazy-E	Rap	2007	64.0
Public Enemy	Rap	2007	61.0
Cupid	Rap	2007	60.0
The Notorious B.I.G.	Rap	2007	59.125
UGK	Rap	2007	58.0
Gorilla Zoe	Rap	2007	57.0
JAY-Z	Rap	1998	62.0
OutKast	Rap	1998	53.42857142857143
Young Bleed	Rap	1998	49.0
Juvenile	Rap	1998	47.0
112	Rap	1998	44.0
Fatboy Slim	Rap	1998	44.0
Lil' Troy	Rap	1998	43.8
MC Ren	Rap	1998	43.0
Nate Dogg	Rap	1998	41.0
Daz Dillinger	Rap	1998	39.0
Mobb Deep	Rap	1996	66.0
2Pac	Rap	1996	65.38888888888889
Nas	Rap	1996	62.333333333333336
Makaveli	Rap	1996	62.0
Lord Finesse	Rap	1996	61.0
Too $hort	Rap	1996	61.0
Jeru The Damaja	Rap	1996	58.0
Rakim	Rap	1996	54.0
Do Or Die	Rap	1996	51.0
Xzibit	Rap	1996	50.5
Rage Against The Machine	Rap	1999	66.0
Ol' Dirty Bastard	Rap	1999	65.0
Rakim	Rap	1999	64.0
Mobb Deep	Rap	1999	62.0
Big Pun	Rap	1999	61.666666666666664
Snoop Dogg	Rap	1999	61.0
Tear Da Club Up Thugs	Rap	1999	54.0
The Notorious B.I.G.	Rap	1999	51.5
Youngbloodz	Rap	1999	48.0
B.G.	Rap	1999	47.0
Young Money	Rap	2009	65.0
The Notorious B.I.G.	Rap	2009	60.0
Birdman	Rap	2009	56.0
Dorrough Music	Rap	2009	56.0
Trillville	Rap	2009	56.0
Lil Scrappy	Rap	2009	54.0
Slim Thug	Rap	2009	52.0
Gucci Mane	Rap	2009	49.5
Hurricane Chris	Rap	2009	48.0
OJ Da Juiceman	Rap	2009	45.0
Lenny Kravitz	Rap	1993	72.0
Souls Of Mischief	Rap	1993	68.0
Naughty By Nature	Rap	1993	64.0
Cypress Hill	Rap	1993	62.333333333333336
KRS-One	Rap	1993	62.0
Wu-Tang Clan	Rap	1993	61.92307692307692
Snoop Dogg	Rap	1993	61.76923076923077
MC Breed	Rap	1993	59.0
Digable Planets	Rap	1993	58.0
Lords Of The Underground	Rap	1993	56.0
Luniz	Rap	1995	73.0
Mobb Deep	Rap	1995	67.6
The Pharcyde	Rap	1995	63.0
Dr. Dre	Rap	1995	61.0
Skee-Lo	Rap	1995	61.0
Coolio	Rap	1995	59.666666666666664
Grand Puba	Rap	1995	59.0
Das EFX	Rap	1995	58.0
Junior M.A.F.I.A.	Rap	1995	58.0
KRS-One	Rap	1995	58.0
Soundgarden	Rap	1991	63.0
N.W.A.	Rap	1991	61.0
Heavy D & The Boyz	Rap	1991	57.0
Cypress Hill	Rap	1991	55.666666666666664
Geto Boys	Rap	1991	52.333333333333336
Nice & Smooth	Rap	1991	51.0
MC Breed	Rap	1991	48.0
2Pac	Rap	1991	46.0
Ice-T	Rap	1991	45.0
DJ Quik	Rap	1991	41.2
Ja Rule	Rap	2000	64.0
Dead Prez	Rap	2000	62.0
OutKast	Rap	2000	59.5
Xzibit	Rap	2000	52.0
Eminem	Rap	2000	51.333333333333336
Mystikal	Rap	2000	51.0
Lil Jon	Rap	2000	42.0
Tyrone Davis	Rap	2000	39.0
Three 6 Mafia	Rap	2000	37.5
Ludacris	Rap	2000	37.142857142857146
Ice Cube	Rap	1994	69.0
Edwyn Collins	Rap	1994	63.0
The Notorious B.I.G.	Rap	1994	61.77272727272727
Gang Starr	Rap	1994	61.0
Craig Mack	Rap	1994	55.0
Artifacts	Rap	1994	54.5
Da Brat	Rap	1994	54.0
Common	Rap	1994	53.0
Crooklyn Dodgers	Rap	1994	53.0
Rappin' 4-Tay	Rap	1994	52.0
The Pharcyde	Rap	1992	67.0
Kris Kross	Rap	1992	66.0
Redman	Rap	1992	62.0
Das EFX	Rap	1992	55.0
Kyuss	Rap	1992	54.0
Compton's Most Wanted	Rap	1992	53.0
Eric B. & Rakim	Rap	1992	53.0
N2DEEP	Rap	1992	53.0
Ice Cube	Rap	1992	50.0
Too $hort	Rap	1992	50.0
Blur	Rap	1997	74.0
2Pac	Rap	1997	70.0
Kenny Wayne Shepherd	Rap	1997	59.0
Diddy	Rap	1997	57.0
Mase	Rap	1997	55.5
Mack 10	Rap	1997	53.0
Control Machete	Rap	1997	48.333333333333336
Wu-Tang Clan	Rap	1997	46.0
Camp Lo	Rap	1997	44.5
Mel Waiters	Rap	1997	43.0
Fat Joe	Rap	2001	72.0
Eve	Rap	2001	71.0
Nate Dogg	Rap	2001	60.0
Missy Elliott	Rap	2001	56.0
Dilated Peoples	Rap	2001	55.0
Jermaine Dupri	Rap	2001	54.0
Petey Pablo	Rap	2001	54.0
Wu-Tang Clan	Rap	2001	54.0
Ice Cube	Rap	2001	50.0
The Lady Of Rage	Rap	2001	47.0
Wolfmother	Rap	2006	66.0
E-40	Rap	2006	61.0
Justin Timberlake	Rap	2006	60.5
Boosie Badazz	Rap	2006	60.0
Dem Franchize Boyz	Rap	2006	60.0
Huey	Rap	2006	55.0
Unk	Rap	2006	55.0
Eazy-E	Rap	2006	54.0
Fat Joe	Rap	2006	54.0
Jeezy	Rap	2006	52.5
Justin Timberlake	Rap	2002	74.0
Sean Paul	Rap	2002	71.0
Missy Elliott	Rap	2002	70.0
Nelly	Rap	2002	69.66666666666667
Busta Rhymes	Rap	2002	66.0
Ying Yang Twins	Rap	2002	63.0
Run–D.M.C.	Rap	2002	61.0
Styles P	Rap	2002	60.0
WC	Rap	2002	53.0
Khia	Rap	2002	52.0
Baby Bash	Rap	2003	72.0
Chingy	Rap	2003	64.66666666666667
OutKast	Rap	2003	60.666666666666664
Molotov	Rap	2003	60.0
Westside Connection	Rap	2003	57.666666666666664
50 Cent	Rap	2003	54.0
Bone Crusher	Rap	2003	54.0
DMX	Rap	2003	53.666666666666664
Petey Pablo	Rap	2003	53.0
Youngbloodz	Rap	2003	50.0
T-Pain	Rap	2005	67.0
Mattafix	Rap	2005	65.0
Arthur Conley	Rap	2005	60.0
Chamillionaire	Rap	2005	59.0
Paul Wall	Rap	2005	59.0
Mike Jones	Rap	2005	58.8
Akwid	Rap	2005	58.0
Fort Minor	Rap	2005	58.0
Bun B	Rap	2005	55.0
Three 6 Mafia	Rap	2005	54.8
A Tribe Called Quest	Rap	1990	69.0
Public Enemy	Rap	1990	56.0
Too $hort	Rap	1990	55.0
Ice Cube	Rap	1990	51.0
Kid Frost	Rap	1990	51.0
Compton's Most Wanted	Rap	1990	49.0
Candyman	Rap	1990	43.0
Digital Underground	Rap	1990	42.0
Above The Law	Rap	1990	31.0
DJ Magic Mike	Rap	1990	26.0
Usher	Rap	2004	79.0
Trick Daddy	Rap	2004	65.0
Petey Pablo	Rap	2004	63.0
J-Kwon	Rap	2004	62.0
Diddy	Rap	2004	61.5
Twista	Rap	2004	61.5
Wu-Tang Clan	Rap	2004	60.0
Craig Mack	Rap	2004	59.0
Juvenile	Rap	2004	59.0
Lil' Flip	Rap	2004	56.0
Bobby Brown	Rap	1988	56.0
Eazy-E	Rap	1988	55.0
Public Enemy	Rap	1988	52.0
Eric B. & Rakim	Rap	1988	47.0
J.J. Fad	Rap	1988	47.0
Sir Mix-A-Lot	Rap	1988	47.0
Betty Wright	Rap	1988	44.5
DJ Jazzy Jeff & The Fresh Prince	Rap	1988	40.0
E.U.	Rap	1988	39.0
N.W.A.	Rap	1988	38.76923076923077
Run–D.M.C.	Rap	1984	43.0
Michael Jackson	Rap	1982	77.0
Grandmaster Flash & The Furious Five	Rap	1982	48.0
Johnnie Taylor	Rap	1973	38.0
Z.Z. Hill	Rap	1981	36.0
Lynyrd Skynyrd	Rap	1974	81.0
Shirley Brown	Rap	1974	48.0
Derek & The Dominos	Rap	1970	21.0
The Allman Brothers Band	Rap	1970	3.0
Johnnie Taylor	Rap	1976	36.0
Eazy-E	Rap	1987	64.0
Eric B. & Rakim	Rap	1987	50.0
LL Cool J	Rap	1987	47.0
Marvin Sease	Rap	1987	34.0
Heavy D & The Boyz	Rap	1987	28.0
Bob Seger	Rap	1978	72.0
Tyrone Davis	Rap	1969	38.0
Run–D.M.C.	Rap	1986	68.0
Beastie Boys	Rap	1986	46.0
Latimore	Rap	1983	39.0
LL Cool J	Rap	1985	51.0
Run–D.M.C.	Rap	1985	46.0
"Bobby ""Blue"" Bland"	Rap	1985	38.0
The D.O.C.	Rap	1989	49.333333333333336
Sir Mix-A-Lot	Rap	1989	39.0
Kwame	Rap	1989	29.0
Steppenwolf	Rap	1968	54.0
Clarence Carter	Rap	1968	53.0
The Rolling Stones	Rap	1971	3.0
ZZ Top	Rap	1972	52.0
Van Morrison	Rap	1967	79.0
Billie Eilish	Rock	2019	95.0
